all定位误差X-1,all定位误差Y-1,all定位误差X-2,all定位误差Y-2,all定位误差X-3,all定位误差Y-3,all定位误差X-4,all定位误差Y-4,all物件坐标X-1,all物件坐标Y-1,all物理坐标X-1,all物理坐标Y-1,catch定位误差X(移动到拍照位),catch定位误差Y(移动到拍照位),catch光栅反馈X(移动到拍照位),catch光栅反馈Y(移动到拍照位),视觉误差X,视觉误差Y,catch复拍物件坐标X,catch复拍物件坐标Y,catch复拍物理坐标X,catch复拍物理坐标Y,catchPLC坐标X,catchPLC坐标Y,catch定位误差X,catch定位误差Y,catch光栅反馈X,catch光栅反馈Y,releasePLC坐标X,releasePLC坐标Y,release定位误差X,release定位误差Y,release光栅反馈X,release光栅反馈Y,贴合误差X,贴合误差Y,release视觉坐标X(像素),release视觉坐标Y(像素)
-0.015296936,-0.004997253,-0.064804077,-0.004997253,-0.064804077,-0.010000229,-0.03679657,-0.010000229,1519.593,1162.114,-5.412,10.676,-0.02,-0.01,0,0,-1,-1,-1,-1,-1,-1,60.6,98.4,-0.025302887,0.0050048828125,60.6,98.4,-50.4,-12,-0.020004272,-0.010000229,-50.4,-12,-19.5,-18.5,2170.5,822.5
-0.015296936,-0.004997253,-0.064804077,-0.004997253,-0.064804077,-0.010000229,-0.03679657,-0.010000229,1179.214,1390.24,17.354,26.118,-0.064804077,-0.004997253,230.7,120.6,-22.75627136,-15.4532938,1179.354,1390.413,17.344,26.13,162.3,83,-0.034805298,0.00499725341796875,162.3,83,-50.4,32.5,-0.020004272,-1,-50.4,32.5,-15.89355469,22.61566162109375,2174.106,863.616
-0.015296936,-0.004997253,-0.064804077,-0.004997253,-0.064804077,-0.010000229,-0.03679657,-0.010000229,1353.885,1055.055,5.751,3.504,-0.064804077,-0.010000229,230.7,28.5,11.604957580566406,22.576528549194336,1353.916,1055.606,5.749,3.541,173.9,13.5,-0.054794312,-1,174,13.5,-50,122.8,-0.020000458,7.62939453125e-06,-50,122.8,-19.52539063,34.11627197265625,2170.475,875.116
-0.015296936,-0.004997253,-0.064804077,-0.004997253,-0.064804077,-0.010000229,-0.03679657,-0.010000229,909.361,1330.936,35.491,22.186,-0.016799927,-0.010000229,113,28.5,-29.7281971,-18.68588257,909.528,1330.998,35.479,22.19,26.5,-5.2,-0.026798248,-4.77E-07,26.5,-5.2,-50,77.5,-0.020000458,-1,-50,77.5,21.674072265625,-43.32678223,2211.674,797.673
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,1671.583,1280.578,-15.658,18.62,-0.055297852,-0.01499939,106.2,120.6,-0.004717827,0.0011920928955078125,1671.513,1280.56,-15.653,18.618,70.8,90.5,-0.035301208,-0.01499939,70.9,90.5,-50.4,-12,-0.040000916,-0.020000458,-50.4,-12,-20,27.9998779296875,2170,869
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,1250.932,1012.362,12.678,0.653,-0.055297852,-0.01499939,106.2,120.6,0.0024566650390625,0.023360610008239746,1022.387,980,28.032,-1.474,27.2,110.6,-0.045297623,-0.004997253,27.2,110.6,-50,122.8,-0.040000916,-0.009994507,-50,122.8,-2.926025391,22.1302490234375,2187.074,863.13
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,1075.692,1042.595,24.431,2.729,-0.084793091,-0.01499939,230.7,120.6,-0.017044067,0.0010509490966796875,1250.867,1012.569,12.682,0.667,212.3,87.1,-0.064804077,-0.024993896,212.4,87.2,-50,122.8,-0.040000916,-0.009994507,-50,122.8,9.5,29,2199.5,870
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,1647.925,1223.235,-14.049,14.763,-0.084793091,-0.01499939,230.7,120.6,0.002838134765625,-0.017061532,1250.973,1012.616,12.675,0.67,167,108.5,-0.064804077,-0.01499939,167,108.5,-50.4,-12,-0.040000916,-0.020000458,-50.4,-12,-20.69165039,29.28143310546875,2169.308,870.281
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,0,0,0,0,-0.084793091,-0.010000229,230.7,28.5,0.0077648162841796875,-0.005161285,1075.882,1043.036,24.418,2.759,199.2,-4.2,-0.114807129,-0.009999752,199.3,-4.1,-50.4,32.5,-0.040000916,-0.009998322,-50.4,32.5,44,-37.5,2234,803.5
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,0,0,0,0,-0.084793091,-0.01999855,230.7,28.5,-0.002519608,-0.028059244,1075.653,1043.011,24.433,2.757,155.2,14.3,-0.074813843,-0.009999275,155.3,14.3,-50.4,32.5,-0.040000916,-0.009998322,-50.4,32.5,44,-32,2234,809
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,0,0,0,0,-0.056800842,-0.01999855,113,28.5,-0.024467468,-0.009332657,1647.559,1223.372,-14.025,14.773,76,2.2,-0.026794434,-0.010000229,76,2.3,-50,77.5,-0.040000916,-0.009994507,-50,77.5,-18.5,18.5,2171.5,859.5
-0.055297852,-0.01499939,-0.084793091,-0.01499939,-0.084793091,-0.01999855,-0.056800842,-0.01999855,0,0,0,0,-0.056800842,-0.01999855,113,28.5,-0.003078461,-0.007109523,808.941,1013.323,42.348,0.819,19.6,16.2,-0.056804657,-0.009998322,19.7,16.2,-50,77.5,-0.040000916,-0.009994507,-50,77.5,17.5,-22,2207.5,819
-0.075294495,-0.004997253,-0.104797363,-0.004997253,-0.104797363,-0.010000229,-0.076797485,-0.010000229,1736.186,1227.651,-19.975,15.04,-0.055297852,-0.004997253,106.2,120.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.85888672,-28.8079834,2209.859,812.192
-0.075294495,-0.004997253,-0.104797363,-0.004997253,-0.104797363,-0.010000229,-0.076797485,-0.010000229,1838.299,1025.708,-26.756,1.417,-0.075294495,-0.004997253,106.3,120.6,-0.05043602,0.029571533203125,1735.437,1227.209,-19.925,15.011,75.2,94.1,-0.075294495,0.0050048828125,75.2,94.1,-50,122.8,-0.060001373,7.62939453125e-06,-49.9,122.8,15.70019531,-45.39984131,2205.7,795.6
-0.075294495,-0.004997253,-0.104797363,-0.004997253,-0.104797363,-0.010000229,-0.076797485,-0.010000229,1677.977,1434.013,-16.144,28.951,-0.104797363,-0.004997253,230.8,120.6,0.00402069091796875,0.016768455505371094,1104.264,1012.528,22.524,0.698,32.7,108.4,-0.065296173,-0.01499939,32.7,108.4,-50,122.8,-0.060001373,7.62939453125e-06,-49.9,122.8,45.5,-19.5,2235.5,821.5
-0.075294495,-0.004997253,-0.104797363,-0.004997253,-0.104797363,-0.010000229,-0.076797485,-0.010000229,-1,-1,-1,-1,-0.104797363,-0.004997253,230.8,120.6,-0.008888245,0.0025091171264648438,1838.327,1025.565,-26.758,1.407,158.5,95.6,-0.114807129,-0.004997253,158.7,95.6,-50.4,-12,-0.060001373,-0.010000229,-50.3,-12,34,20.4998779296875,2224,861.5
-0.075294495,-0.004997253,-0.104797363,-0.004997253,-0.104797363,-0.010000229,-0.076797485,-0.010000229,0,0,0,0,-0.104797363,-0.010000229,230.8,28.5,0.009876251220703125,-0.016820908,1678.123,1434.264,-16.153,28.968,195.8,-12,-0.084793091,-0.010001183,195.9,-11.9,-50,77.5,-0.080001831,-1,-49.9,77.5,52.493408203125,0.50714111328125,2242.493,841.507
-0.075294495,-0.004997253,-0.104797363,-0.004997253,-0.104797363,-0.010000229,-0.076797485,-0.010000229,0,0,0,0,-0.104797363,-0.010000229,230.8,28.5,0.015089035034179688,0.008691787719726562,933.728,959.62,33.991,-2.826,80.1,0.5,-0.066802979,-0.009999275,80.1,0.5,-50.4,32.5,-0.080001831,-1,-50.3,32.5,44,-14.00012207,2234,827
-0.075294495,-0.004997253,-0.104797363,-0.004997253,-0.104797363,-0.010000229,-0.076797485,-0.010000229,0,0,0,0,-0.076797485,-0.010000229,113,28.5,-0.005233765,-0.001329184,-1,-1,-1,-1,28,19.8,-0.086797714,-0.010000229,28,19.8,-50.4,32.5,-0.080001831,-1,-50.3,32.5,43.5,17.4998779296875,2233.5,858.5
